Date,PercentAboveMA
2022-12-13,67.19681908548708
2022-12-14,64.01590457256461
2022-12-15,55.26838966202783
2022-12-16,52.683896620278325
2022-12-19,51.0934393638171
2022-12-20,50.49701789264414
2022-12-21,54.87077534791253
2022-12-22,52.683896620278325
2022-12-23,54.87077534791253
2022-12-27,56.063618290258454
2022-12-28,51.29224652087475
2022-12-29,56.85884691848907
2022-12-30,55.26838966202783
2023-01-03,54.47316103379721
2023-01-04,55.069582504970185
2023-01-05,52.683896620278325
2023-01-06,59.84095427435388
2023-01-09,60.039761431411534
2023-01-10,62.42544731610338
2023-01-11,65.4075546719682
2023-01-12,69.98011928429423
2023-01-13,68.389662027833
2023-01-17,67.19681908548708
2023-01-18,60.834990059642145
2023-01-19,58.4493041749503
2023-01-20,63.41948310139165
2023-01-23,66.99801192842942
2023-01-24,66.00397614314116
2023-01-25,66.40159045725646
2023-01-26,68.389662027833
2023-01-27,69.98011928429423
2023-01-30,66.6003976143141
2023-01-31,73.35984095427436
2023-02-01,73.75745526838966
2023-02-02,78.72763419483101
2023-02-03,73.558648111332
2023-02-06,71.96819085487077
2023-02-07,74.35387673956262
2023-02-08,72.96222664015905
2023-02-09,70.77534791252485
2023-02-10,74.75149105367794
2023-02-13,75.14910536779324
2023-02-14,74.95029821073558
2023-02-15,75.7455268389662
2023-02-16,73.1610337972167
2023-02-17,72.96222664015905
2023-02-21,67.39562624254472
2023-02-22,66.40159045725646
2023-02-23,66.99801192842942
2023-02-24,64.01590457256461
2023-02-27,63.618290258449306
2023-02-28,61.0337972166998
2023-03-01,59.04572564612326
2023-03-02,61.0337972166998
2023-03-03,66.79920477137176
2023-03-06,65.4075546719682
2023-03-07,59.443339960238575
2023-03-08,60.039761431411534
2023-03-09,51.491053677932406
2023-03-10,44.731610337972164
2023-03-13,42.94234592445328
2023-03-14,47.514910536779325
2023-03-15,43.93638170974155
2023-03-16,46.91848906560636
2023-03-17,42.74353876739563
2023-03-20,47.31610337972167
2023-03-21,50.29821073558648
2023-03-22,44.93041749502982
2023-03-23,41.94831013916501
2023-03-24,43.33996023856859
2023-03-27,46.3220675944334
2023-03-28,48.111332007952285
2023-03-29,53.677932405566594
2023-03-30,55.666003976143145
2023-03-31,60.834990059642145
2023-04-03,62.42544731610338
2023-04-04,57.85288270377733
2023-04-05,57.45526838966203
2023-04-06,58.25049701789264
2023-04-10,58.8469184890656
2023-04-11,62.42544731610338
2023-04-12,60.437375745526836
2023-04-13,63.41948310139165
2023-04-14,61.431411530815105
2023-04-17,62.42544731610338
2023-04-18,63.618290258449306
2023-04-19,64.61232604373758
2023-04-20,62.02783300198808
2023-04-21,61.0337972166998
2023-04-24,60.834990059642145
2023-04-25,53.677932405566594
2023-04-26,48.508946322067594
2023-04-27,53.47912524850894
2023-04-28,60.039761431411534
2023-05-01,57.45526838966203
2023-05-02,51.88866799204771
2023-05-03,49.90059642147117
2023-05-04,47.713717693836976
2023-05-05,53.28031809145129
2023-05-08,53.08151093439364
2023-05-09,51.88866799204771
2023-05-10,52.88270377733598
2023-05-11,49.90059642147117
2023-05-12,51.689860834990064
2023-05-15,51.88866799204771
2023-05-16,47.514910536779325
2023-05-17,50.49701789264414
2023-05-18,53.08151093439364
2023-05-19,52.087475149105366
2023-05-22,53.677932405566594
2023-05-23,50.89463220675944
2023-05-24,48.70775347912525
2023-05-25,45.52683896620278
2023-05-26,48.9065606361829
2023-05-30,47.514910536779325
2023-05-31,47.31610337972167
2023-06-01,48.70775347912525
2023-06-02,57.057654075546715
2023-06-05,56.461232604373755
2023-06-06,58.25049701789264
2023-06-07,58.8469184890656
2023-06-08,59.64214711729622
2023-06-09,59.04572564612326
2023-06-12,60.238568588469185
2023-06-13,61.63021868787276
2023-06-14,60.63618290258449
2023-06-15,67.59443339960238
2023-06-16,66.6003976143141
2023-06-20,64.41351888667992
2023-06-21,65.20874751491054
2023-06-22,62.42544731610338
2023-06-23,59.04572564612326
2023-06-26,62.02783300198808
2023-06-27,64.61232604373758
2023-06-28,62.62425447316103
2023-06-29,66.99801192842942
2023-06-30,68.19085487077535
2023-07-03,69.98011928429423
2023-07-05,68.98608349900597
2023-07-06,67.19681908548708
2023-07-07,67.9920477137177
2023-07-10,69.98011928429423
2023-07-11,73.558648111332
2023-07-12,74.75149105367794
2023-07-13,75.54671968190854
2023-07-14,72.76341948310139
2023-07-17,72.16699801192843
2023-07-18,73.1610337972167
2023-07-19,76.34194831013916
2023-07-20,75.14910536779324
2023-07-21,76.1431411530815
2023-07-24,76.73956262425448
2023-07-25,76.73956262425448
2023-07-26,77.13717693836978
2023-07-27,72.96222664015905
2023-07-28,72.56461232604374
2023-07-31,76.1431411530815
2023-08-01,72.96222664015905
2023-08-02,71.76938369781311
2023-08-03,68.19085487077535
2023-08-04,65.4075546719682
2023-08-07,67.79324055666004
2023-08-08,66.2027833001988
2023-08-09,66.40159045725646
2023-08-10,64.61232604373758
2023-08-11,65.20874751491054
2023-08-14,64.41351888667992
2023-08-15,60.834990059642145
2023-08-16,58.4493041749503
2023-08-17,55.864811133200796
2023-08-18,55.864811133200796
2023-08-21,55.666003976143145
2023-08-22,51.689860834990064
2023-08-23,53.677932405566594
2023-08-24,52.087475149105366
2023-08-25,52.683896620278325
2023-08-28,55.666003976143145
2023-08-29,60.834990059642145
2023-08-30,61.63021868787276
2023-08-31,58.25049701789264
2023-09-01,59.443339960238575
2023-09-05,56.063618290258454
2023-09-06,55.666003976143145
2023-09-07,52.48508946322068
2023-09-08,52.286282306163024
2023-09-11,54.07554671968191
2023-09-12,53.87673956262425
2023-09-13,54.27435387673957
2023-09-14,58.64811133200796
2023-09-15,55.666003976143145
2023-09-18,56.66003976143141
2023-09-19,53.28031809145129
2023-09-20,54.47316103379721
2023-09-21,48.31013916500994
2023-09-22,47.11729622266402
2023-09-25,46.3220675944334
2023-09-26,42.14711729622266
2023-09-27,42.34592445328032
2023-09-28,44.53280318091451
2023-09-29,43.538767395626245
2023-10-02,41.74950298210736
2023-10-03,38.56858846918489
2023-10-04,40.75546719681908
2023-10-05,39.363817097415506
2023-10-06,42.54473161033797
2023-10-09,45.72564612326044
2023-10-10,48.70775347912525
2023-10-11,50.695825049701796
2023-10-12,47.912524850894634
2023-10-13,44.53280318091451
2023-10-16,49.30417495029821
2023-10-17,49.70178926441352
2023-10-18,44.93041749502982
2023-10-19,43.33996023856859
2023-10-20,39.165009940357855
2023-10-23,38.56858846918489
2023-10-24,39.165009940357855
2023-10-25,35.984095427435385
2023-10-26,34.1948310139165
2023-10-27,28.429423459244536
2023-10-30,33.39960238568588
2023-10-31,36.97813121272366
2023-11-01,39.761431411530815
2023-11-02,45.72564612326044
2023-11-03,48.9065606361829
2023-11-06,47.11729622266402
2023-11-07,46.12326043737575
2023-11-08,46.52087475149106
2023-11-09,44.731610337972164
2023-11-10,48.31013916500994
2023-11-13,46.91848906560636
2023-11-14,55.666003976143145
2023-11-15,56.66003976143141
2023-11-16,55.864811133200796
2023-11-17,60.238568588469185
2023-11-20,60.834990059642145
2023-11-21,59.04572564612326
2023-11-22,62.22664015904572
2023-11-24,64.41351888667992
2023-11-27,62.42544731610338
2023-11-28,62.42544731610338
2023-11-29,65.8051689860835
2023-11-30,66.00397614314116
2023-12-01,72.16699801192843
2023-12-04,70.37773359840955
2023-12-05,66.6003976143141
2023-12-06,67.39562624254472
2023-12-07,68.389662027833
2023-12-08,69.78131212723659
2023-12-11,71.76938369781311
2023-12-12,70.9741550695825
2023-12-13,78.92644135188867
2023-12-14,82.10735586481114
2023-12-15,78.72763419483101
2023-12-18,78.92644135188867
2023-12-19,81.31212723658051
2023-12-20,75.7455268389662
2023-12-21,78.72763419483101
2023-12-22,79.52286282306163
2023-12-26,80.9145129224652
2023-12-27,81.31212723658051
2023-12-28,82.10735586481114
2023-12-29,81.11332007952286
2024-01-02,82.30616302186878
2024-01-03,82.10735586481114
2024-01-04,80.9145129224652
2024-01-05,80.51689860834989
2024-01-08,82.30616302186878
2024-01-09,79.92047713717693
2024-01-10,80.51689860834989
2024-01-11,80.71570576540755
2024-01-12,79.72166998011929
2024-01-16,77.9324055666004
2024-01-17,73.35984095427436
2024-01-18,73.558648111332
2024-01-19,73.558648111332
2024-01-22,76.1431411530815
2024-01-23,75.7455268389662
2024-01-24,72.96222664015905
2024-01-25,75.7455268389662
2024-01-26,76.54075546719682
2024-01-29,79.12524850894633
2024-01-30,76.73956262425448
2024-01-31,73.558648111332
2024-02-01,79.52286282306163
2024-02-02,75.14910536779324
2024-02-05,71.17296222664015
2024-02-06,74.35387673956262
2024-02-07,73.558648111332
2024-02-08,71.57057654075547
2024-02-09,71.96819085487077
2024-02-12,72.56461232604374
2024-02-13,69.98011928429423
2024-02-14,69.78131212723659
2024-02-15,72.36580516898609
2024-02-16,70.17892644135189
2024-02-20,71.17296222664015
2024-02-21,75.3479125248509
2024-02-22,76.54075546719682
2024-02-23,77.53479125248509
2024-02-26,73.95626242544732
2024-02-27,75.54671968190854
2024-02-28,74.35387673956262
2024-02-29,77.53479125248509
2024-03-01,76.34194831013916
2024-03-04,76.54075546719682
2024-03-05,75.7455268389662
2024-03-06,76.93836978131213
2024-03-07,79.52286282306163
2024-03-08,81.11332007952286
2024-03-11,83.69781312127238
2024-03-12,81.11332007952286
2024-03-13,81.51093439363817
2024-03-14,79.12524850894633
2024-03-15,79.72166998011929
2024-03-18,80.71570576540755
2024-03-19,81.11332007952286
2024-03-20,82.90258449304176
2024-03-21,82.7037773359841
2024-03-22,81.70974155069582
2024-03-25,80.71570576540755
2024-03-26,78.92644135188867
2024-03-27,86.08349900596421
2024-03-28,87.8727634194831
2024-04-01,86.28230616302187
2024-04-02,83.89662027833002
2024-04-03,82.30616302186878
2024-04-04,78.72763419483101
2024-04-05,79.72166998011929
2024-04-08,80.71570576540755
2024-04-09,84.29423459244532
2024-04-10,77.13717693836978
2024-04-11,76.1431411530815
2024-04-12,71.76938369781311
2024-04-15,70.17892644135189
2024-04-16,68.78727634194831
2024-04-17,69.38369781312127
2024-04-18,69.58250497017893
2024-04-19,70.37773359840955
2024-04-22,75.7455268389662
2024-04-23,78.13121272365805
2024-04-24,80.31809145129225
2024-04-25,77.13717693836978
2024-04-26,77.33598409542743
2024-04-29,78.92644135188867
2024-04-30,72.76341948310139
2024-05-01,72.16699801192843
2024-05-02,73.95626242544732
2024-05-03,73.95626242544732
2024-05-06,75.7455268389662
2024-05-07,77.33598409542743
2024-05-08,77.13717693836978
2024-05-09,78.52882703777337
2024-05-10,79.52286282306163
2024-05-13,79.12524850894633
2024-05-14,79.92047713717693
2024-05-15,79.72166998011929
2024-05-16,80.51689860834989
2024-05-17,81.70974155069582
2024-05-20,80.51689860834989
2024-05-21,79.92047713717693
2024-05-22,80.31809145129225
2024-05-23,75.7455268389662
2024-05-24,75.94433399602386
2024-05-28,73.558648111332
2024-05-29,66.79920477137176
2024-05-30,66.79920477137176
2024-05-31,74.15506958250498
2024-06-03,72.56461232604374
2024-06-04,71.96819085487077
2024-06-05,71.76938369781311
2024-06-06,69.98011928429423
2024-06-07,68.58846918489066
2024-06-10,69.58250497017893
2024-06-11,66.99801192842942
2024-06-12,68.389662027833
2024-06-13,67.9920477137177
2024-06-14,66.6003976143141
2024-06-17,68.98608349900597
2024-06-18,68.78727634194831
2024-06-20,68.78727634194831
2024-06-21,70.57654075546719
2024-06-24,71.37176938369781
2024-06-25,69.78131212723659
2024-06-26,67.79324055666004
2024-06-27,68.78727634194831
2024-06-28,69.58250497017893
2024-07-01,67.19681908548708
2024-07-02,67.19681908548708
2024-07-03,66.79920477137176
2024-07-05,65.8051689860835
2024-07-08,65.60636182902584
2024-07-09,65.8051689860835
2024-07-10,67.79324055666004
2024-07-11,69.18489065606362
2024-07-12,73.558648111332
2024-07-15,73.95626242544732
2024-07-16,79.32405566600397
2024-07-17,79.72166998011929
2024-07-18,77.33598409542743
2024-07-19,74.95029821073558
2024-07-22,75.94433399602386
2024-07-23,71.37176938369781
2024-07-24,71.57057654075547
2024-07-25,72.56461232604374
2024-07-26,77.33598409542743
2024-07-29,76.93836978131213
2024-07-30,77.13717693836978
2024-07-31,80.51689860834989
2024-08-01,75.54671968190854
2024-08-02,70.17892644135189
2024-08-05,64.21471172962227
2024-08-06,65.4075546719682
2024-08-07,64.41351888667992
2024-08-08,70.17892644135189
2024-08-09,69.38369781312127
2024-08-12,68.19085487077535
2024-08-13,71.96819085487077
2024-08-14,69.78131212723659
2024-08-15,74.55268389662028
2024-08-16,76.1431411530815
2024-08-19,79.52286282306163
2024-08-20,78.92644135188867
2024-08-21,81.11332007952286
2024-08-22,78.33001988071571
2024-08-23,80.11928429423459
2024-08-26,80.31809145129225
2024-08-27,82.30616302186878
2024-08-28,81.31212723658051
2024-08-29,81.70974155069582
2024-08-30,83.49900596421472
2024-09-03,81.11332007952286
2024-09-04,80.9145129224652
2024-09-05,77.33598409542743
2024-09-06,74.75149105367794
2024-09-09,77.73359840954275
2024-09-10,76.1431411530815
2024-09-11,76.54075546719682
2024-09-12,76.73956262425448
2024-09-13,80.9145129224652
2024-09-16,81.11332007952286
2024-09-17,81.51093439363817
2024-09-18,81.90854870775348
2024-09-19,84.49304174950298
2024-09-20,82.10735586481114
2024-09-23,82.50497017892644
2024-09-24,82.50497017892644
2024-09-25,77.9324055666004
2024-09-26,82.90258449304176
2024-09-27,84.69184890656064
2024-09-30,84.29423459244532
2024-10-01,82.30616302186878
2024-10-02,81.11332007952286
2024-10-03,78.33001988071571
2024-10-04,81.31212723658051
2024-10-07,77.9324055666004
2024-10-08,79.12524850894633
2024-10-09,80.51689860834989
2024-10-10,81.31212723658051
2024-10-11,83.1013916500994
2024-10-14,84.49304174950298
2024-10-15,84.29423459244532
2024-10-16,84.49304174950298
2024-10-17,83.30019880715706
2024-10-18,83.49900596421472
2024-10-21,82.10735586481114
2024-10-22,80.11928429423459
2024-10-23,79.32405566600397
2024-10-24,78.33001988071571
2024-10-25,76.93836978131213
2024-10-28,78.72763419483101
2024-10-29,77.33598409542743
2024-10-30,76.1431411530815
2024-10-31,73.558648111332
2024-11-01,73.1610337972167
2024-11-04,74.75149105367794
2024-11-05,75.7455268389662
2024-11-06,80.51689860834989
2024-11-07,80.51689860834989
2024-11-08,79.52286282306163
2024-11-11,78.92644135188867
2024-11-12,78.33001988071571
2024-11-13,77.33598409542743
2024-11-14,77.33598409542743
2024-11-15,72.16699801192843
2024-11-18,73.35984095427436
2024-11-19,72.76341948310139
2024-11-20,72.16699801192843
2024-11-21,74.35387673956262
2024-11-22,76.54075546719682
2024-11-25,81.51093439363817
2024-11-26,79.92047713717693
2024-11-27,78.92644135188867
2024-11-29,79.92047713717693
2024-12-02,79.52286282306163
2024-12-03,77.13717693836978
2024-12-04,76.54075546719682
2024-12-05,72.56461232604374
2024-12-06,72.36580516898609
2024-12-09,73.1610337972167
2024-12-10,70.37773359840955
2024-12-11,67.39562624254472
2024-12-12,68.78727634194831
2024-12-13,66.99801192842942
2024-12-16,65.4075546719682
2024-12-17,63.817097415506964
2024-12-18,54.87077534791253
2024-12-19,56.063618290258454
2024-12-20,57.65407554671968
2024-12-23,59.64214711729622
2024-12-24,61.23260437375746
2024-12-26,61.0337972166998
2024-12-27,59.64214711729622
2024-12-30,58.05168986083499
2024-12-31,59.04572564612326
2025-01-02,57.65407554671968
2025-01-03,59.443339960238575
2025-01-06,56.66003976143141
