Date,Bullish,Caution,Distribution,Bearish,Recuperation,Accumulation
2022-02-16,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-17,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-18,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-22,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-23,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-24,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-25,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-28,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-01,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-02,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-03,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-04,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-07,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-08,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-09,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-10,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-14,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-15,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-16,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-17,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-18,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-21,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-22,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-23,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-24,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-25,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-28,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-29,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-30,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-31,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-01,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-04,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-05,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-06,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-07,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-08,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-11,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-12,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-13,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-14,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-18,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-19,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-20,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-21,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-22,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-25,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-26,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-27,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-28,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-29,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-02,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-03,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-04,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-05,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-06,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-09,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-10,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-11,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-12,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-13,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-16,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-17,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-18,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-19,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-20,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-23,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-24,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-25,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-26,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-27,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-31,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-01,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-02,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-03,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-06,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-07,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-08,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-09,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-10,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-13,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-14,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-15,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-16,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-17,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-21,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-22,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-23,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-24,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-27,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-28,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-29,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-30,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-01,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-05,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-06,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-07,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-08,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-11,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-12,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-13,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-14,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-15,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-18,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-19,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-20,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-21,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-22,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-25,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-26,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-27,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-28,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-29,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-01,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-02,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-03,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-04,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-05,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-08,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-09,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-10,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-11,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-12,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-15,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-16,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-17,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-18,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-19,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-22,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-23,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-24,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-25,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-26,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-29,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-30,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-31,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-01,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-02,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-06,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-07,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-08,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-09,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-12,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-13,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-14,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-15,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-16,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-19,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-20,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-21,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-22,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-23,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-26,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-27,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-28,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-29,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-30,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-03,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-04,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-05,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-06,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-07,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-10,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-11,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-12,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-13,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-14,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-17,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-18,14.115308151093439,6.958250497017893,6.759443339960239,59.443339960238575,9.542743538767395,1.5904572564612325
2022-10-19,11.928429423459244,7.5546719681908545,7.952286282306163,62.62425447316103,7.3558648111332,0.9940357852882704
2022-10-20,11.530815109343937,5.7654075546719685,9.74155069582505,64.41351888667992,6.36182902584493,0.5964214711729622
2022-10-21,13.916500994035786,4.572564612326044,8.151093439363818,56.063618290258454,12.326043737574553,3.3797216699801194
2022-10-24,15.904572564612327,3.3797216699801194,7.157057654075547,52.683896620278325,14.7117296222664,4.572564612326044
2022-10-25,17.296222664015904,3.9761431411530817,3.9761431411530817,41.74950298210736,24.254473161033797,7.157057654075547
2022-10-26,19.284294234592444,2.1868787276341948,3.7773359840954273,39.761431411530815,24.652087475149106,8.747514910536779
2022-10-27,18.687872763419485,2.584493041749503,3.7773359840954273,35.984095427435385,26.44135188866799,10.934393638170974
2022-10-28,20.87475149105368,1.1928429423459244,2.783300198807157,25.44731610337972,30.019880715705767,18.09145129224652
2022-10-31,20.47713717693837,1.7892644135188867,2.1868787276341948,27.833001988071572,29.22465208747515,16.898608349900595
2022-11-01,20.675944333996025,0.7952286282306162,2.783300198807157,27.435387673956264,29.4234592445328,17.296222664015904
2022-11-02,20.07952286282306,1.5904572564612325,3.5785288270377733,41.15308151093439,20.07952286282306,12.72365805168986
2022-11-03,21.07355864811133,0.5964214711729622,3.7773359840954273,41.15308151093439,21.47117296222664,11.133200795228628
2022-11-04,20.675944333996025,2.1868787276341948,2.3856858846918487,32.60437375745527,25.646123260437374,15.705765407554672
2022-11-07,21.868787276341948,1.1928429423459244,2.1868787276341948,29.82107355864811,25.24850894632207,18.886679920477135
2022-11-08,22.266401590457257,0.9940357852882704,1.9880715705765408,26.24254473161034,28.230616302186878,19.4831013916501
2022-11-09,20.47713717693837,2.584493041749503,2.1868787276341948,30.61630218687873,27.435387673956264,15.904572564612327
2022-11-10,23.26043737574553,1.3916500994035785,0.7952286282306162,12.524850894632205,27.634194831013914,33.59840954274354
2022-11-11,21.07355864811133,3.3797216699801194,0.9940357852882704,11.530815109343937,28.031809145129227,34.1948310139165
2022-11-14,20.07952286282306,4.3737574552683895,0.9940357852882704,12.72365805168986,30.218687872763418,30.81510934393638
2022-11-15,21.669980119284293,2.3856858846918487,1.9880715705765408,10.934393638170974,28.230616302186878,33.99602385685885
2022-11-16,22.664015904572565,1.5904572564612325,1.5904572564612325,12.72365805168986,27.037773359840955,33.59840954274354
2022-11-17,21.868787276341948,2.3856858846918487,2.1868787276341948,13.518886679920477,28.031809145129227,31.21272365805169
2022-11-18,23.856858846918488,1.7892644135188867,1.1928429423459244,11.530815109343937,26.44135188866799,34.39363817097416
2022-11-21,23.856858846918488,1.7892644135188867,1.3916500994035785,11.530815109343937,27.634194831013914,33.00198807157058
2022-11-22,25.646123260437374,1.7892644135188867,0.9940357852882704,8.548707753479125,27.833001988071572,34.39363817097416
2022-11-23,26.24254473161034,1.7892644135188867,0.19880715705765406,6.163021868787276,27.236580516898606,37.57455268389662
2022-11-25,27.037773359840955,1.7892644135188867,0.19880715705765406,6.36182902584493,26.043737574552683,37.77335984095427
2022-11-28,26.640159045725646,1.9880715705765408,0.5964214711729622,8.34990059642147,29.62226640159046,32.007952286282304
2022-11-29,27.435387673956264,1.5904572564612325,0.5964214711729622,8.548707753479125,28.031809145129227,33.00198807157058
2022-11-30,28.628230616302186,1.1928429423459244,0.19880715705765406,4.174950298210735,24.652087475149106,40.357852882703774
2022-12-01,28.82703777335984,1.5904572564612325,0.7952286282306162,4.174950298210735,24.254473161033797,39.562624254473164
2022-12-02,30.218687872763418,2.1868787276341948,0.3976143141153081,3.7773359840954273,25.646123260437374,36.97813121272366
2022-12-05,28.628230616302186,3.7773359840954273,1.1928429423459244,8.548707753479125,27.236580516898606,29.82107355864811
2022-12-06,28.82703777335984,4.7713717693836974,1.3916500994035785,12.127236580516898,23.45924453280318,28.628230616302186
2022-12-07,31.411530815109344,3.180914512922465,1.1928429423459244,12.524850894632205,27.435387673956264,23.45924453280318
2022-12-08,32.40556660039761,3.3797216699801194,1.5904572564612325,9.542743538767395,27.833001988071572,24.45328031809145
2022-12-09,31.610337972166995,4.970178926441352,1.9880715705765408,11.530815109343937,26.043737574552683,23.061630218687874
2022-12-12,35.387673956262425,4.3737574552683895,1.9880715705765408,8.747514910536779,23.061630218687874,25.646123260437374
2022-12-13,35.586481113320076,4.7713717693836974,2.783300198807157,8.151093439363818,21.07355864811133,26.838966202783297
2022-12-14,35.387673956262425,4.7713717693836974,3.180914512922465,8.946322067594433,23.061630218687874,23.856858846918488
2022-12-15,30.81510934393638,7.5546719681908545,5.36779324055666,17.495029821073558,21.07355864811133,16.898608349900595
2022-12-16,30.61630218687873,8.946322067594433,5.964214711729622,21.669980119284293,18.886679920477135,13.12127236580517
2022-12-19,27.037773359840955,12.922465208747516,6.36182902584493,27.236580516898606,14.512922465208748,11.133200795228628
2022-12-20,28.230616302186878,12.127236580516898,6.560636182902585,27.833001988071572,14.314115308151093,10.139165009940358
2022-12-21,34.59244532803181,9.145129224652088,4.7713717693836974,25.04970178926441,14.512922465208748,11.133200795228628
2022-12-22,30.61630218687873,12.72365805168986,6.36182902584493,24.652087475149106,15.50695825049702,9.343936381709742
2022-12-23,34.990059642147116,11.928429423459244,5.168986083499006,23.856858846918488,15.308151093439365,7.952286282306163
2022-12-27,35.785288270377734,11.928429423459244,5.7654075546719685,24.45328031809145,12.922465208747516,8.34990059642147
2022-12-28,28.429423459244536,18.687872763419485,6.759443339960239,29.4234592445328,11.72962226640159,4.174950298210735
2022-12-29,34.59244532803181,14.314115308151093,5.36779324055666,21.868787276341948,15.109343936381709,7.952286282306163
2022-12-30,32.20675944333996,18.09145129224652,5.566600397614314,26.24254473161034,12.127236580516898,4.970178926441352
2023-01-03,30.61630218687873,18.09145129224652,7.157057654075547,25.646123260437374,11.928429423459244,5.7654075546719685
2023-01-04,31.411530815109344,16.898608349900595,8.548707753479125,18.886679920477135,16.69980119284294,6.759443339960239
2023-01-05,26.640159045725646,21.669980119284293,9.343936381709742,23.061630218687874,14.115308151093439,4.3737574552683895
2023-01-06,39.761431411530815,12.72365805168986,6.163021868787276,15.50695825049702,17.693836978131213,7.3558648111332
2023-01-09,37.37574552683897,14.512922465208748,6.958250497017893,14.314115308151093,17.892644135188867,8.151093439363818
2023-01-10,40.55666003976143,13.518886679920477,6.759443339960239,13.916500994035786,16.10337972166998,8.34990059642147
2023-01-11,45.12922465208747,9.145129224652088,6.560636182902585,6.958250497017893,20.278330019880716,11.133200795228628
2023-01-12,46.71968190854871,10.73558648111332,3.3797216699801194,6.36182902584493,19.4831013916501,12.524850894632205
2023-01-13,47.514910536779325,9.145129224652088,4.572564612326044,7.157057654075547,19.08548707753479,11.72962226640159
2023-01-17,46.52087475149106,10.536779324055665,4.970178926441352,6.958250497017893,20.07952286282306,10.139165009940358
2023-01-18,36.97813121272366,17.495029821073558,7.157057654075547,14.910536779324055,16.302186878727635,6.36182902584493
2023-01-19,30.417495029821072,22.067594433399602,9.343936381709742,16.50099403578529,14.910536779324055,5.964214711729622
2023-01-20,40.15904572564612,15.109343936381709,6.759443339960239,9.74155069582505,19.284294234592444,8.151093439363818
2023-01-23,43.33996023856859,12.922465208747516,6.36182902584493,10.536779324055665,15.308151093439365,10.73558648111332
2023-01-24,44.53280318091451,12.524850894632205,6.759443339960239,11.72962226640159,14.7117296222664,8.946322067594433
2023-01-25,43.93638170974155,13.12127236580517,6.759443339960239,9.542743538767395,16.50099403578529,9.343936381709742
2023-01-26,45.12922465208747,11.72962226640159,7.157057654075547,8.946322067594433,14.7117296222664,11.530815109343937
2023-01-27,44.333996023856855,11.928429423459244,7.75347912524851,10.934393638170974,10.536779324055665,13.717693836978132
2023-01-30,42.94234592445328,12.326043737574553,8.747514910536779,11.928429423459244,11.928429423459244,11.332007952286283
2023-01-31,48.508946322067594,10.337972166998012,5.964214711729622,8.34990059642147,11.530815109343937,14.512922465208748
2023-02-01,47.912524850894634,10.934393638170974,6.759443339960239,6.759443339960239,11.928429423459244,14.910536779324055
2023-02-02,45.52683896620278,13.518886679920477,6.560636182902585,5.964214711729622,7.952286282306163,19.681908548707753
2023-02-03,43.538767395626245,14.910536779324055,7.3558648111332,8.548707753479125,9.74155069582505,15.109343936381709
2023-02-06,44.93041749502982,15.705765407554672,6.560636182902585,10.73558648111332,9.940357852882704,11.332007952286283
2023-02-07,48.9065606361829,12.326043737574553,5.964214711729622,9.542743538767395,9.343936381709742,13.12127236580517
2023-02-08,47.514910536779325,12.72365805168986,6.36182902584493,11.928429423459244,7.952286282306163,12.72365805168986
2023-02-09,44.731610337972164,15.50695825049702,6.560636182902585,13.916500994035786,7.952286282306163,10.536779324055665
2023-02-10,47.31610337972167,14.910536779324055,4.174950298210735,13.12127236580517,7.157057654075547,12.524850894632205
2023-02-13,51.689860834990064,10.73558648111332,4.174950298210735,11.530815109343937,8.34990059642147,12.72365805168986
2023-02-14,47.514910536779325,13.916500994035786,5.168986083499006,12.326043737574553,6.759443339960239,13.518886679920477
2023-02-15,49.30417495029821,12.326043737574553,5.168986083499006,12.922465208747516,5.36779324055666,14.115308151093439
2023-02-16,44.135188866799204,16.69980119284294,6.163021868787276,12.922465208747516,6.958250497017893,12.326043737574553
2023-02-17,47.514910536779325,14.910536779324055,5.168986083499006,14.7117296222664,6.36182902584493,10.536779324055665
2023-02-21,36.779324055666,22.86282306163022,8.747514910536779,19.08548707753479,3.9761431411530817,7.75347912524851
2023-02-22,36.97813121272366,22.067594433399602,9.74155069582505,18.09145129224652,4.970178926441352,7.3558648111332
2023-02-23,39.562624254473164,19.880715705765407,9.542743538767395,17.892644135188867,4.7713717693836974,7.5546719681908545
2023-02-24,35.188866799204774,22.664015904572565,10.934393638170974,18.687872763419485,5.566600397614314,6.163021868787276
2023-02-27,36.381709741550694,21.07355864811133,10.139165009940358,19.4831013916501,5.964214711729622,6.163021868787276
2023-02-28,34.59244532803181,20.87475149105368,11.332007952286283,21.868787276341948,4.970178926441352,5.566600397614314
2023-03-01,34.1948310139165,20.47713717693837,11.928429423459244,23.856858846918488,4.3737574552683895,4.3737574552683895
2023-03-02,36.18290258449304,19.284294234592444,10.337972166998012,23.658051689860834,4.174950298210735,5.566600397614314
2023-03-03,39.562624254473164,20.87475149105368,6.36182902584493,20.47713717693837,5.566600397614314,6.36182902584493
2023-03-06,38.9662027833002,20.675944333996025,7.5546719681908545,21.272365805168985,4.970178926441352,5.7654075546719685
2023-03-07,30.81510934393638,23.26043737574553,12.922465208747516,24.055666003976143,2.783300198807157,5.36779324055666
2023-03-08,30.81510934393638,24.055666003976143,12.922465208747516,23.658051689860834,2.584493041749503,5.168986083499006
2023-03-09,22.266401590457257,27.435387673956264,20.47713717693837,26.043737574552683,1.1928429423459244,1.7892644135188867
2023-03-10,16.898608349900595,26.44135188866799,27.236580516898606,26.838966202783297,0.3976143141153081,1.3916500994035785
2023-03-13,15.50695825049702,26.640159045725646,28.429423459244536,26.640159045725646,1.1928429423459244,0.7952286282306162
2023-03-14,21.272365805168985,25.04970178926441,23.856858846918488,26.24254473161034,1.5904572564612325,1.1928429423459244
2023-03-15,15.109343936381709,27.236580516898606,27.833001988071572,25.44731610337972,1.9880715705765408,1.5904572564612325
2023-03-16,19.681908548707753,25.24850894632207,25.44731610337972,24.055666003976143,2.783300198807157,1.9880715705765408
2023-03-17,16.10337972166998,24.45328031809145,29.82107355864811,24.652087475149106,1.9880715705765408,2.1868787276341948
2023-03-20,19.880715705765407,25.44731610337972,24.45328031809145,24.652087475149106,2.783300198807157,1.9880715705765408
2023-03-21,22.86282306163022,26.24254473161034,20.47713717693837,27.037773359840955,1.3916500994035785,1.1928429423459244
2023-03-22,18.687872763419485,25.844930417495032,25.04970178926441,28.031809145129227,1.1928429423459244,0.3976143141153081
2023-03-23,17.693836978131213,23.856858846918488,27.634194831013914,28.429423459244536,1.1928429423459244,0.3976143141153081
2023-03-24,20.87475149105368,22.067594433399602,26.043737574552683,27.037773359840955,2.783300198807157,0.3976143141153081
2023-03-27,20.278330019880716,25.646123260437374,20.87475149105368,27.236580516898606,4.7713717693836974,0.3976143141153081
2023-03-28,20.675944333996025,26.640159045725646,19.284294234592444,26.44135188866799,5.36779324055666,0.7952286282306162
2023-03-29,27.435387673956264,22.86282306163022,16.10337972166998,24.45328031809145,4.970178926441352,3.3797216699801194
2023-03-30,29.025844930417495,22.86282306163022,13.518886679920477,24.652087475149106,5.36779324055666,3.7773359840954273
2023-03-31,37.37574552683897,18.687872763419485,9.145129224652088,22.067594433399602,7.157057654075547,4.7713717693836974
2023-04-03,38.36978131212724,18.290258449304176,8.151093439363818,21.07355864811133,7.5546719681908545,5.7654075546719685
2023-04-04,31.21272365805169,20.47713717693837,11.928429423459244,23.061630218687874,6.36182902584493,6.163021868787276
2023-04-05,30.417495029821072,19.284294234592444,13.518886679920477,21.868787276341948,6.36182902584493,7.75347912524851
2023-04-06,28.82703777335984,22.067594433399602,11.928429423459244,21.07355864811133,7.952286282306163,7.3558648111332
2023-04-10,33.99602385685885,17.693836978131213,10.536779324055665,21.669980119284293,8.151093439363818,7.157057654075547
2023-04-11,35.387673956262425,18.886679920477135,6.759443339960239,19.284294234592444,10.73558648111332,8.151093439363818
2023-04-12,35.387673956262425,17.693836978131213,7.157057654075547,22.86282306163022,8.747514910536779,7.3558648111332
2023-04-13,37.37574552683897,16.69980119284294,5.7654075546719685,18.687872763419485,11.332007952286283,9.343936381709742
2023-04-14,37.77335984095427,16.50099403578529,6.163021868787276,20.87475149105368,10.73558648111332,7.157057654075547
2023-04-17,39.363817097415506,16.10337972166998,5.168986083499006,19.4831013916501,12.127236580516898,6.958250497017893
2023-04-18,41.5506958250497,14.910536779324055,3.9761431411530817,18.09145129224652,13.518886679920477,7.157057654075547
2023-04-19,41.74950298210736,14.115308151093439,3.5785288270377733,19.681908548707753,11.332007952286283,8.747514910536779
2023-04-20,42.74353876739563,12.524850894632205,4.174950298210735,21.669980119284293,11.332007952286283,6.759443339960239
2023-04-21,41.15308151093439,12.922465208747516,4.7713717693836974,23.061630218687874,10.337972166998012,6.958250497017893
2023-04-24,40.95427435387674,13.12127236580517,4.572564612326044,20.675944333996025,13.12127236580517,6.759443339960239
2023-04-25,34.1948310139165,13.518886679920477,9.145129224652088,28.031809145129227,8.34990059642147,5.964214711729622
2023-04-26,31.01391650099404,14.115308151093439,10.934393638170974,32.40556660039761,7.3558648111332,3.3797216699801194
2023-04-27,33.79721669980119,12.72365805168986,9.542743538767395,25.04970178926441,11.133200795228628,6.958250497017893
2023-04-28,35.785288270377734,14.314115308151093,5.964214711729622,20.07952286282306,13.12127236580517,9.940357852882704
2023-05-01,38.17097415506958,10.934393638170974,6.958250497017893,18.09145129224652,16.69980119284294,8.34990059642147
2023-05-02,31.809145129224653,14.314115308151093,9.74155069582505,27.037773359840955,10.536779324055665,5.7654075546719685
2023-05-03,31.21272365805169,13.320079522862823,10.73558648111332,28.628230616302186,9.940357852882704,5.36779324055666
2023-05-04,29.82107355864811,11.72962226640159,13.916500994035786,29.22465208747515,8.34990059642147,6.163021868787276
2023-05-05,32.40556660039761,13.518886679920477,9.145129224652088,24.055666003976143,12.72365805168986,7.3558648111332
